"ensembl"	"symbol"	"MOCK_DMSO_8"	"MOCK_DMSO_8.1"	"MOCK_DMSO_8.2"	"UVC_DMSO_8"	"UVC_DMSO_8.1"	"UVC_DMSO_8.2"	"MOCK_TPA_8"	"MOCK_TPA_8.1"	"MOCK_TPA_8.2"	"UVC_TPA_8"	"UVC_TPA_8.1"	"UVC_TPA_8.2"
"ENSG00000182565.8"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000182566.13"	CLEC4G	165	59	50	100	68	248	248	224	73	374	50	118
"ENSG00000182568.16"	SATB1	28	0	0	0	0	24	0	0	0	18	100	75
"ENSG00000182574.8"	NA	400	100	250	500	200	189	767	250	0	100	350	392
"ENSG00000182575.7"	NXPH3	0	0	0	0	0	0	0	50	0	0	0	0
"ENSG00000182578.13"	CSF1R	832	1213	574	577	600	178	5109	4487	1689	2419	1926	1615
"ENSG00000182580.2"	EPHB3	87	23	0	100	172	100	0	31	20	150	0	111
"ENSG00000182583.12"	VCX	0	0	0	0	0	50	0	0	0	0	0	0
"ENSG00000182584.4"	ACTL10	3522	4130	2464	1213	2554	3370	2507	2118	900	1656	1524	2114
"ENSG00000182585.9"	EPGN	0	0	0	50	0	0	0	0	0	50	129	27
"ENSG00000182586.7"	LINC00334	0	0	0	0	0	0	0	0	0	100	299	50
"ENSG00000182591.5"	KRTAP11-1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000182600.9"	C2orf82	5478	5004	3515	2812	2204	3442	7428	6101	2593	2881	2708	2183
"ENSG00000182601.6"	HS3ST4	143	0	71	0	0	94	48	54	0	72	0	40
"ENSG00000182606.14"	TRAK1	82427	76884	61236	26649	29781	35093	95364	83177	35176	19810	21565	21645
"ENSG00000182612.10"	TSPAN10	1095	987	605	688	501	851	1237	1255	789	452	619	798
"ENSG00000182613.1"	OR2V2	0	0	0	0	0	100	0	0	0	50	0	0
"ENSG00000182621.17"	PLCB1	19987	19519	15911	1060	2113	1076	17123	15689	5898	1649	1167	1498
"ENSG00000182625.3"	NA	250	200	100	95	199	35	150	250	50	76	50	0
"ENSG00000182628.12"	SKA2	58737	56301	43545	41523	42963	38213	100270	93922	36689	41448	43057	42389
"ENSG00000182631.6"	RXFP3	50	0	0	0	0	300	0	0	0	50	0	50
"ENSG00000182632.15"	CCNYL2	50	0	0	0	0	0	50	50	0	150	0	0
"ENSG00000182634.7"	OR10G7	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000182636.5"	NDN	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000182645.5"	CCDC172	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000182648.11"	c("C7orf13", "LINC01006")	7567	7531	6010	5631	4929	6707	10959	9063	4267	9067	8206	7339
"ENSG00000182652.1"	OR4Q3	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000182667.14"	NTM	0	250	50	0	0	0	50	0	0	0	0	0
"ENSG00000182670.13"	TTC3	179678	168904	118160	84698	75628	82767	233355	200398	101958	99243	85685	77664
"ENSG00000182674.5"	KCNB2	0	0	0	50	0	0	0	0	0	0	0	0
"ENSG00000182676.4"	PPP1R27	0	0	0	50	199	156	94	100	50	317	200	98
"ENSG00000182685.7"	BRICD5	7549	5576	3649	7247	7182	9671	9352	5963	3787	14268	11913	7581
"ENSG00000182687.3"	GALR2	500	980	250	3298	5576	8098	1194	558	383	9402	8848	5744
"ENSG00000182698.11"	RESP18	0	0	0	0	0	0	0	0	0	68	38	0
"ENSG00000182700.4"	IGIP	3221	2879	2238	4721	3607	4825	3174	2306	1947	8250	6706	3945
"ENSG00000182704.7"	TSKU	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000182707.4"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000182712.15"	CMC4	20159	19427	13626	13199	14854	14414	34684	29119	13488	19767	17392	18296
"ENSG00000182718.16"	ANXA2	108895	109442	82697	57995	69138	61743	158623	148484	62363	51092	60856	58863
"ENSG00000182722.5"	NA	2982	3112	2288	1292	1965	1873	3211	2639	1427	1778	1322	1319
"ENSG00000182732.16"	RGS6	2343	2702	1589	743	792	420	2890	2138	1972	695	732	1515
"ENSG00000182742.5"	HOXB4	13387	11128	8276	8084	7708	9275	14178	11934	7246	10416	9700	10831
"ENSG00000182747.4"	SLC35D3	0	0	0	0	0	176	50	0	0	250	200	0
"ENSG00000182749.5"	PAQR7	17663	14081	10787	14317	18448	19510	18758	17983	7961	13930	14297	11723
"ENSG00000182752.9"	PAPPA	49	0	0	47	0	0	100	200	95	28	100	0
"ENSG00000182759.3"	MAFA	0	48	25	0	0	0	0	0	0	0	0	0
"ENSG00000182768.8"	NGRN	79643	77898	61283	70785	85202	82069	116450	106452	45107	107462	103297	99834
"ENSG00000182771.18"	GRID1	9783	7302	7103	4418	4939	6784	14357	15200	6168	3891	4612	4918
"ENSG00000182774.10"	RPS17	1163256	1150101	887741	912173	1071806	913408	1824853	1761408	720507	1376937	1423635	1246758
"ENSG00000182776.4"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000182782.7"	HCAR2	494	250	31	295	350	494	350	100	100	638	900	468
"ENSG00000182783.4"	OR2T29	50	0	50	0	0	0	0	0	0	250	50	50
"ENSG00000182791.4"	CCDC87	150	50	250	0	200	435	300	649	100	150	349	577
"ENSG00000182793.11"	GSTA5	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000182795.12"	C1orf116	0	0	0	100	200	100	0	0	0	698	188	545
"ENSG00000182796.13"	TMEM198B	21044	21012	8172	19779	10662	23137	35645	16020	16874	31610	25593	13531
"ENSG00000182798.10"	MAGEB17	0	0	0	0	144	0	298	145	0	0	0	50
"ENSG00000182809.10"	CRIP2	0	0	0	0	50	50	100	0	0	50	0	50
"ENSG00000182810.6"	DDX28	56792	51282	40718	33948	45026	43079	66648	60737	26943	46363	42380	42358
"ENSG00000182814.7"	NA	1239	1173	1067	941	809	976	2635	2657	1100	1525	1376	1793
"ENSG00000182816.8"	KRTAP13-2	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000182824.7"	LOC642643	0	0	0	0	0	50	49	50	0	50	0	0
"ENSG00000182827.8"	ACBD3	64609	67458	48891	74572	71714	68056	100370	93921	43368	85696	85042	78978
"ENSG00000182831.11"	C16orf72	124371	119240	87671	146010	135097	137628	199461	167459	77984	173842	161468	145899
"ENSG00000182836.9"	PLCXD3	0	0	0	0	0	0	0	0	0	0	50	0
"ENSG00000182841.12"	RRP7BP	65694	61569	45018	35344	33479	43608	79427	66420	33088	39258	38216	28777
"ENSG00000182853.11"	VMO1	398	225	347	586	973	1010	162	121	150	2097	1411	1087
"ENSG00000182854.6"	OR4F15	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000182858.13"	ALG12	32074	28218	21494	18455	24503	23324	32909	28382	13151	16265	15641	13545
"ENSG00000182866.16"	LCK	50	0	0	0	0	50	150	0	50	0	0	0
"ENSG00000182870.12"	GALNT9	184	150	97	532	647	573	100	150	50	497	289	585
"ENSG00000182871.14"	COL18A1	8744	8963	6060	7672	7521	11024	11537	7669	5332	9468	7586	5407
"ENSG00000182872.15"	RBM10	159265	139531	107635	94541	109610	132613	183778	162315	72210	103310	96633	89578
"ENSG00000182873.5"	NA	12	0	0	199	0	100	0	0	100	585	141	548
"ENSG00000182885.16"	ADGRG3	0	0	0	0	0	0	50	0	50	0	0	50
"ENSG00000182888.5"	NA	4133	4088	3266	3903	4180	3509	6470	7005	2540	5711	6401	5061
"ENSG00000182890.4"	GLUD2	41081	37591	32341	26435	29916	30220	61249	57707	24651	29623	28996	28432
"ENSG00000182896.12"	TMEM95	9	0	0	0	0	42	0	0	0	108	0	0
"ENSG00000182898.3"	TCHHL1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000182899.14"	RPL35A	1011622	994763	775857	856875	1003623	792483	1652159	1546480	650132	1233661	1200423	1176812
"ENSG00000182901.16"	RGS7	0	183	0	0	150	0	0	0	0	0	0	0
"ENSG00000182902.13"	SLC25A18	150	200	100	462	827	692	747	468	65	1679	1201	690
"ENSG00000182903.15"	ZNF721	51745	47956	33169	60196	52579	51393	86223	69643	31212	73638	71488	61114
"ENSG00000182912.6"	NA	149	150	250	238	499	200	174	100	59	333	150	242
"ENSG00000182916.7"	TCEAL7	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000182919.14"	C11orf54	14967	13814	9913	9798	9283	8883	25741	22032	9951	11846	12242	11061
"ENSG00000182921.9"	NA	855	699	450	679	486	250	1226	990	556	349	529	294
"ENSG00000182923.16"	CEP63	61851	53627	43930	40846	40167	34382	71644	65300	28986	29793	25946	27517
"ENSG00000182931.9"	WFDC10B	0	0	0	0	0	0	0	0	0	0	50	0
"ENSG00000182934.11"	SRPRA	224968	218201	171676	180950	193855	187221	374408	320364	147967	207395	212981	198605
"ENSG00000182938.4"	OTOP3	0	25	0	0	0	0	34	0	0	0	0	31
"ENSG00000182944.17"	EWSR1	604900	584285	394701	292550	263247	322888	820788	651232	332458	357088	335347	277133
"ENSG00000182950.2"	ODF3L1	408	50	150	572	795	723	807	350	350	686	454	449
"ENSG00000182952.4"	HMGN4	58649	56519	38406	41115	48405	39317	105401	95988	42276	54549	52924	54566
"ENSG00000182957.15"	SPATA13	68275	63378	43750	37366	34456	42415	83231	63628	36341	26078	26692	25694
"ENSG00000182963.9"	GJC1	21048	22437	14648	29173	29524	30764	29517	22648	11986	27010	25431	22065
"ENSG00000182965.6"	NA	1856	2308	1077	951	1348	1477	4313	3300	1595	1486	1388	1513
"ENSG00000182968.4"	SOX1	24	24	0	0	0	0	25	0	0	0	0	24
"ENSG00000182973.18"	CNOT10	109868	97499	74067	68597	65907	62790	175703	161064	72413	53402	54244	54630
"ENSG00000182974.3"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000182979.17"	MTA1	216241	183614	129408	92281	88558	132010	230716	173504	101102	123386	109198	87121
"ENSG00000182983.14"	ZNF662	0	0	0	45	0	0	0	0	0	0	0	0
"ENSG00000182985.16"	CADM1	0	0	51	0	49	0	50	100	0	50	0	0
"ENSG00000182986.12"	ZNF320	374	218	0	285	136	529	82	244	32	910	484	504
"ENSG00000182993.3"	C12orf60	3971	3168	3240	3400	4887	2614	6198	5126	2345	3782	4954	4946
"ENSG00000183010.16"	PYCR1	159880	145658	118293	54847	81085	82131	235005	228147	91064	94997	92148	89933
"ENSG00000183011.13"	NAA38	45498	44412	35662	26541	34140	32454	49950	47946	21045	39226	32841	35363
"ENSG00000183018.8"	SPNS2	3081	4151	2298	2333	1885	2864	6460	3455	3335	5444	4592	2172
"ENSG00000183019.7"	MCEMP1	140	0	51	49	0	100	50	261	97	1	50	54
"ENSG00000183020.13"	AP2A2	75340	70793	52743	32792	37446	44656	78244	66978	32016	34636	29756	27737
"ENSG00000183022.5"	NA	6133	5669	4753	3520	5246	3754	8500	7695	2843	4151	3758	5038
"ENSG00000183023.18"	SLC8A1	0	0	0	0	0	0	40	0	0	0	0	40
"ENSG00000183024.3"	OR1G1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183032.11"	SLC25A21	0	0	0	0	0	0	0	0	0	0	26	0
"ENSG00000183034.12"	OTOP2	0	100	0	100	0	0	0	0	0	0	0	0
"ENSG00000183035.12"	CYLC1	0	0	0	282	512	282	0	0	0	350	333	391
"ENSG00000183036.10"	PCP4	150	50	0	50	100	0	450	650	0	250	250	451
"ENSG00000183044.11"	ABAT	3605	5180	3165	2718	2642	3200	3701	4111	1104	3394	3543	1962
"ENSG00000183048.11"	SLC25A10	98168	92148	70369	38206	50693	60116	94842	89847	37945	57939	50959	44203
"ENSG00000183049.12"	CAMK1D	16378	14750	10299	1493	1720	1890	20021	17851	8810	3419	2386	3179
"ENSG00000183054.11"	c("RGPD5", "RGPD6")	10014	10568	5950	8526	6087	7355	17234	10278	7014	9037	7668	5775
"ENSG00000183055.5"	NA	2417	2106	1765	3003	2892	1810	5887	4896	2609	2284	3396	2761
"ENSG00000183060.15"	LYSMD4	12688	12032	7561	9145	8313	9230	23383	20572	10072	10383	8769	7954
"ENSG00000183066.14"	WBP2NL	3829	3131	3267	1836	3328	2288	6037	5484	2492	2569	3379	2488
"ENSG00000183067.5"	IGSF5	0	0	0	0	0	0	50	39	0	0	0	0
"ENSG00000183072.9"	NKX2-5	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183077.15"	AFMID	29124	26812	21353	27241	30009	32336	43228	37253	17837	48162	42263	38130
"ENSG00000183087.14"	GAS6	3129	3848	1799	2225	2206	3656	4122	1963	2333	5135	5314	2801
"ENSG00000183090.5"	FREM3	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183091.19"	NEB	692	706	371	434	333	347	1292	645	1039	489	401	577
"ENSG00000183092.16"	BEGAIN	24	0	0	100	0	20	0	0	0	0	0	0
"ENSG00000183098.10"	GPC6	0	0	0	0	0	0	0	50	0	0	0	0
"ENSG00000183111.11"	ARHGEF37	5	100	0	300	147	447	398	477	137	698	605	415
"ENSG00000183114.7"	FAM43B	0	0	0	0	0	0	0	0	0	0	49	0
"ENSG00000183117.18"	CSMD1	697	250	250	50	0	0	391	550	100	50	99	139
"ENSG00000183122.4"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183128.7"	CALHM3	150	233	286	0	149	174	250	600	88	350	250	50
"ENSG00000183134.4"	PTGDR2	6183	4890	4253	4348	6138	4381	14294	12632	4845	8314	10346	9452
"ENSG00000183137.14"	CEP57L1	17743	17966	11930	18844	16663	17489	24760	23815	9765	13085	12185	11065
"ENSG00000183145.8"	RIPPLY3	0	0	50	50	0	0	0	0	100	87	0	0
"ENSG00000183146.4"	PRORY	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183148.6"	ANKRD20A2	0	0	0	0	0	0	50	100	0	112	0	0
"ENSG00000183150.7"	GPR19	1603	1623	649	2050	3301	2688	5190	4241	2143	5911	6328	5969
"ENSG00000183153.6"	GJD3	1508	1256	897	1492	2649	3537	459	527	379	1969	1523	1810
"ENSG00000183154.1"	LOC102723701	560	515	1070	757	750	603	686	822	449	1141	1422	1412
"ENSG00000183155.4"	RABIF	13497	14158	9817	10446	11654	10060	19365	18664	7470	10846	9866	8859
"ENSG00000183160.8"	TMEM119	50	50	0	150	150	91	50	0	0	179	250	66
"ENSG00000183161.4"	FANCF	47925	43085	31720	21799	27279	28158	47491	45150	20215	26046	21284	22824
"ENSG00000183166.10"	CALN1	22239	19137	16461	587	651	1140	22859	18869	10900	2065	1617	1945
"ENSG00000183169.6"	NA	0	0	0	0	0	0	0	0	50	0	0	0
"ENSG00000183171.5"	NA	18167	16493	12481	13910	16272	10907	28557	25243	10596	11542	11549	13657
"ENSG00000183172.8"	SMDT1	29477	26019	20838	16837	21068	17752	42762	35540	16486	22082	22379	22488
"ENSG00000183185.9"	GABRR3	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183186.7"	C2CD4C	0	0	0	0	0	27	0	0	0	0	21	0
"ENSG00000183196.8"	CHST6	98	50	0	2361	2136	2727	194	50	50	4071	2221	2373
"ENSG00000183199.6"	NA	493531	465145	343446	266009	290048	263016	848966	708368	304388	338756	343297	333151
"ENSG00000183206.17"	POTEC	0	40	0	100	0	50	50	0	0	0	100	0
"ENSG00000183207.12"	RUVBL2	225124	216725	164370	103193	132726	150974	284970	264598	107405	157541	146289	134120
"ENSG00000183208.12"	GDPGP1	9556	11233	6899	4469	6357	7626	9656	9402	4603	9934	7478	6711
"ENSG00000183230.16"	CTNNA3	0	50	100	0	0	0	50	0	0	250	0	0
"ENSG00000183239.5"	NA	3211	3329	2439	1618	2445	2194	3874	3586	1515	3107	3651	2425
"ENSG00000183242.11"	WT1-AS	0	0	0	50	0	0	0	0	0	0	0	0
"ENSG00000183246.6"	RIMBP3C	376	249	550	250	400	150	533	450	250	200	200	300
"ENSG00000183248.11"	PRR36	100	0	0	50	56	200	106	0	50	143	224	41
"ENSG00000183249.8"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183250.11"	LINC01547	10273	10906	6773	7357	9117	7207	24845	18215	12031	18809	15654	10878
"ENSG00000183251.3"	OR51B4	18340	18847	12017	3538	2505	2383	34070	27622	13997	2940	2122	2744
"ENSG00000183255.11"	PTTG1IP	115468	109313	82538	93593	103586	107585	163977	142988	58792	102208	95935	94089
"ENSG00000183258.11"	DDX41	117900	113898	79996	79892	86700	98702	141577	118618	56450	94839	91436	76621
"ENSG00000183260.7"	ABHD16B	14641	15224	8320	2146	2668	4736	10236	5494	3868	2829	2949	1533
"ENSG00000183269.5"	OR52E8	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183273.6"	CCDC60	0	0	0	150	47	100	0	0	0	0	200	150
"ENSG00000183281.14"	PLGLB1	242	230	195	152	100	470	493	346	200	608	340	299
"ENSG00000183283.15"	DAZAP2	75364	68618	52653	74694	87334	76090	109395	107860	45618	68109	73363	66656
"ENSG00000183287.13"	CCBE1	50	200	0	150	0	79	246	250	0	279	50	0
"ENSG00000183291.15"	SELENOF	149165	152940	128025	108592	109188	100481	262640	245140	101903	137405	128760	130869
"ENSG00000183292.12"	c("TISP43", "LOC646743")	0	0	0	0	0	0	47	0	0	0	26	0
"ENSG00000183298.5"	NA	148140	137677	110337	116642	147990	115769	217078	208444	86106	153631	145075	151174
"ENSG00000183303.2"	OR5P2	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183304.10"	FAM9A	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183305.13"	MAGEA2B	0	0	0	0	0	0	0	46	0	0	50	0
"ENSG00000183307.3"	CECR6	1036	929	735	538	200	250	848	1052	487	1076	415	584
"ENSG00000183308.6"	NA	3921	3159	1933	2260	1808	2235	4229	3061	1537	2510	1530	2102
"ENSG00000183309.11"	ZNF623	31811	29839	21706	36262	31847	35989	41346	36100	18608	42176	38564	30887
"ENSG00000183310.3"	OR2T34	35	37	50	100	0	0	100	142	100	99	100	150
"ENSG00000183313.4"	OR52L1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183317.16"	EPHA10	0	50	0	0	50	50	50	0	0	106	149	70
"ENSG00000183318.11"	SPDYE4	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183323.12"	CCDC125	25083	24237	17372	14962	12561	14960	34326	32935	15769	15729	12783	11850
"ENSG00000183324.10"	REC114	0	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000183336.8"	BOLA2	55459	46433	39345	31490	40769	44032	70336	69823	27113	52345	46365	43788
"ENSG00000183337.16"	BCOR	119162	109185	78101	103285	99672	114431	173342	129900	67684	117404	110483	86383
"ENSG00000183340.6"	JRKL	9978	8454	7552	7258	7550	5557	17491	14991	8516	7110	6836	7328
"ENSG00000183346.6"	C10orf107	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183347.14"	GBP6	19293	19485	15005	5022	6499	5479	25248	20482	8492	3624	3425	3335
"ENSG00000183354.11"	KIAA2026	23245	17634	14634	15143	14441	13206	31506	29152	13795	11982	13375	10358
"ENSG00000183378.11"	OVCH2	0	50	0	100	0	44	0	145	0	50	50	0
"ENSG00000183379.8"	SYNDIG1L	0	0	0	0	0	0	0	0	0	49	0	0
"ENSG00000183385.9"	c("TTTY8", "TTTY8B")	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183386.9"	FHL3	0	0	0	50	49	0	0	0	0	99	182	150
"ENSG00000183389.4"	OR56A4	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183395.4"	PMCH	10874	10308	6949	5557	5874	5372	13412	12017	5455	4502	4054	4232
"ENSG00000183396.3"	TMEM89	26	0	0	0	0	0	0	100	0	0	40	0
"ENSG00000183397.5"	C19orf71	1654	1953	1051	1358	592	2453	2678	1472	1000	2575	1814	865
"ENSG00000183401.11"	CCDC159	28351	28455	20734	16420	19912	23440	30476	29988	12591	21292	19128	17123
"ENSG00000183421.11"	RIPK4	4393	3487	2917	5187	5944	7747	6820	5390	2104	9246	7558	7086
"ENSG00000183423.11"	LRIT3	50	0	50	548	100	442	292	248	50	1567	1247	698
"ENSG00000183426.16"	c("NPIPA1", "LOC102724993")	64280	57794	34161	47050	52028	73266	73928	50914	31611	54979	51772	39618
"ENSG00000183431.11"	SF3A3	246140	220426	176236	206752	206553	190111	387674	348346	144127	198975	207886	191920
"ENSG00000183432.6"	NA	0	0	0	0	96	0	66	0	0	0	50	0
"ENSG00000183434.9"	TFDP3	118	0	78	32	76	26	91	88	50	25	26	31
"ENSG00000183439.7"	TRIM61	5044	5611	2978	6182	6778	6159	8919	7969	3402	8215	8090	7173
"ENSG00000183444.10"	NA	4850	3587	3311	3160	3974	3318	8856	7785	3319	4148	3696	3366
"ENSG00000183454.15"	GRIN2A	1785	2647	1500	900	561	981	10693	7877	4157	2521	3565	3129
"ENSG00000183458.13"	NA	74878	67284	40995	47740	51599	86835	74399	51791	31867	57900	55510	40907
"ENSG00000183463.5"	URAD	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183470.9"	FLJ40288	0	0	0	0	0	0	0	0	0	0	0	49
"ENSG00000183474.15"	GTF2H2C	59310	58587	42445	36496	33969	34187	91140	80716	34215	28748	28374	28951
"ENSG00000183475.12"	ASB7	19004	16104	13693	17668	16770	14437	27482	27358	12900	21935	21231	20482
"ENSG00000183476.12"	SH2D7	0	0	0	0	100	0	0	31	0	50	0	0
"ENSG00000183479.12"	TREX2	34198	33277	20629	20068	24985	27588	38878	31756	14831	28998	25253	22637
"ENSG00000183484.11"	GPR132	32731	31979	24701	28434	35189	39045	68248	62723	26134	42414	42244	38440
"ENSG00000183486.12"	MX2	11782	10573	8231	3719	4764	2928	36868	34888	16526	6607	8864	6779
"ENSG00000183495.13"	EP400	121119	117664	77560	66646	60796	87268	148689	103615	67413	60910	62311	48745
"ENSG00000183496.5"	MEX3B	8219	8068	5546	16008	16758	21904	12368	9598	5100	27436	23919	22429
"ENSG00000183506.16"	PI4KAP2	31277	28086	16637	24368	19863	33291	32691	18987	15600	28638	24329	16857
"ENSG00000183508.4"	FAM46C	1836	1488	946	1300	1146	500	831	700	548	1780	1875	2048
"ENSG00000183513.8"	COA5	22701	28754	16288	23856	20145	22264	33809	27339	16666	30742	27166	24912
"ENSG00000183514.4"	NA	48	0	0	0	0	0	0	0	0	0	50	0
"ENSG00000183520.11"	UTP11	93433	80493	68723	63297	64789	58998	165577	153595	61089	74921	69472	71776
"ENSG00000183527.11"	PSMG1	127985	119135	98085	69729	75880	65122	225759	205419	89956	78804	86783	81930
"ENSG00000183530.13"	PRR14L	60590	54709	34792	70412	51694	67744	74632	54180	33500	71250	63671	45497
"ENSG00000183535.9"	COL18A1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183542.5"	KLRC4	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183549.10"	ACSM5	274	50	50	0	50	100	50	150	0	100	0	50
"ENSG00000183559.11"	C10orf120	0	0	0	0	0	0	0	0	0	0	0	100
"ENSG00000183560.9"	IZUMO1R	0	0	0	150	250	200	50	50	0	191	184	330
"ENSG00000183562.3"	NA	1296	390	485	2446	634	2814	2165	700	1097	1728	1574	1056
"ENSG00000183566.10"	BPIFA4P	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183569.17"	SERHL2	13466	11952	7580	9548	9265	12467	17187	13848	8146	12651	11892	8755
"ENSG00000183570.16"	PCBP3	50	100	50	0	50	0	150	0	50	0	26	144
"ENSG00000183571.10"	PGPEP1L	0	0	0	0	0	0	44	0	0	0	0	0
"ENSG00000183576.12"	SETD3	81533	76699	62340	57007	59376	55528	129493	122229	49668	46839	46982	47485
"ENSG00000183578.6"	TNFAIP8L3	0	0	0	50	0	0	0	0	0	0	0	0
"ENSG00000183579.15"	ZNRF3	29052	25962	17765	11317	12913	14537	39729	29898	12670	12223	10979	9844
"ENSG00000183580.9"	FBXL7	150	400	149	0	50	0	400	450	225	0	50	100
"ENSG00000183586.8"	NA	126	279	130	0	0	184	309	232	62	40	140	0
"ENSG00000183597.15"	TANGO2	17694	18989	13334	13668	15991	17251	20196	18368	10114	11457	11318	9930
"ENSG00000183598.3"	HIST2H3D	100	100	50	150	50	0	129	170	129	100	79	77
"ENSG00000183604.14"	SMG1P5	17703	17265	12411	13036	13675	13695	30162	22583	11133	16242	15984	15517
"ENSG00000183605.16"	SFXN4	42638	36126	28897	16944	20596	16210	61511	60797	25252	19808	18883	18566
"ENSG00000183607.9"	GKN2	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183615.5"	FAM167B	50	50	50	50	0	0	128	0	100	48	42	0
"ENSG00000183617.4"	MRPL54	34832	32689	26285	14590	22499	17777	41789	43757	16793	18501	19398	17976
"ENSG00000183621.15"	ZNF438	1569	1921	1507	298	200	499	4646	3227	1070	150	160	287
"ENSG00000183624.13"	HMCES	1330	979	1030	732	645	550	3294	3881	1507	1716	1755	1640
"ENSG00000183625.14"	CCR3	150	250	200	0	100	148	1460	1094	961	702	433	724
"ENSG00000183628.12"	DGCR6	4139	4106	2815	4509	6573	8391	3581	3148	1476	4575	4089	3005
"ENSG00000183629.13"	GOLGA8G	629	676	150	521	400	229	824	443	656	573	694	349
"ENSG00000183631.4"	PRR32	0	0	0	0	0	0	0	50	0	0	0	0
"ENSG00000183632.14"	c("TP53TG3", "TP53TG3C", "TP53TG3B", "LOC102723655", "LOC102723713", "TP53TG3E", "TP53TG3F")	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183638.5"	RP1L1	50	0	50	0	0	50	145	0	0	50	0	0
"ENSG00000183640.5"	KRTAP8-1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183643.4"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183644.13"	C11orf88	0	0	0	0	0	0	0	50	0	50	50	0
"ENSG00000183647.10"	ZNF530	1533	2632	523	782	2022	2479	2955	1216	692	2072	1705	1958
"ENSG00000183648.9"	NDUFB1	41018	44067	28354	40773	44786	36195	73648	58381	32601	49227	50576	38016
"ENSG00000183654.8"	MARCH11	0	0	0	0	0	24	50	50	0	0	0	0
"ENSG00000183655.12"	KLHL25	15021	11978	9259	11283	16453	18255	17773	15195	7189	12114	13310	12295
"ENSG00000183662.10"	FAM19A1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183663.6"	NA	0	0	52	20	21	0	59	0	0	53	0	0
"ENSG00000183665.5"	TRMT12	17181	17501	13308	13806	16179	15360	25375	24876	10338	15749	16951	13801
"ENSG00000183666.16"	GUSBP1	6125	6249	4940	7448	7412	6842	9434	6546	4359	8140	6199	6400
"ENSG00000183668.17"	PSG9	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183671.12"	GPR1	0	0	0	0	0	0	0	0	0	0	0	46
"ENSG00000183674.11"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183682.7"	BMP8A	276	0	50	182	121	261	121	76	63	176	401	338
"ENSG00000183684.7"	ALYREF	269109	245589	194341	126494	167755	164099	284937	250616	103427	145846	130016	132039
"ENSG00000183688.4"	RFLNB	0	98	0	0	0	0	35	0	50	99	43	50
"ENSG00000183690.12"	EFHC2	0	0	0	0	0	0	0	0	0	0	0	50
"ENSG00000183691.4"	NOG	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183695.2"	MRGPRX2	0	0	0	0	0	0	10	0	0	0	0	0
"ENSG00000183696.13"	UPP1	1907	1036	1146	1227	1193	1471	33295	29081	16096	15272	12485	11364
"ENSG00000183704.7"	NA	0	0	0	0	0	0	0	0	50	0	0	0
"ENSG00000183706.4"	c("OR4N4", "LOC105369274")	0	0	0	0	0	0	0	0	0	0	0	0
